species,name,c3.c4,crop.wild,tissue,fol.ed,study.type,ea.co2,eco2,aco2,plus.co2,add.info,lat,long,region,country,reference,n,element,delta,log.r
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,650/370,647,366,281,NF++ & NFC++ ,57.9,12.4,Goteborg,Sweden,Piikki et al 2007,6,N,-0.133,-0.1427
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,650/370,644,366,278,NF & NFC ,57.9,12.4,Goteborg,Sweden,Piikki et al 2007,6,P,0.039,0.0383
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,650/370,647,366,281,NF++ & NFC++ ,57.9,12.4,Goteborg,Sweden,Piikki et al 2007,6,P,-0.13,-0.1393
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"1 GI, SB, TE locations,  O3 ",52.75,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,6,Ca,0.1071,0.1017
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"1 JO,GI,GO,SB, TE loc., O3",60.83,23.46,Jokioinen,Finland,Fangmeier et al  2002,10,Ca,0.0264,0.0261
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"GI, SB, TE loc., NF",52.75,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,6,Ca,-0.0872,-0.0912
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"JO,GI,GO,SB, TE loc., NF",60.83,23.46,Jokioinen,Finland,Fangmeier et al  2002,10,Ca,-0.0662,-0.0685
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"2 GI, SB, TE locations,  O3 ",50.3,4.52,Tervuren,Belgium,Fangmeier et al  2002,6,Fe,-0.3872,-0.4897
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"2 JO,GI,GO,SB, TE loc., O3",52.75,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,10,Fe,0.0772,0.0744
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"GI, SB, TE loc., NF",50.3,4.52,Tervuren,Belgium,Fangmeier et al  2002,6,Fe,-0.2293,-0.2605
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"JO,GI,GO,SB, TE loc., NF",57.9,12.4,Goteborg,Sweden,Fangmeier et al  2002,10,Fe,-0.117,-0.1244
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"3 GI, SB, TE locations,  O3 ",52.87,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,6,K,0.0461,0.0451
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"3 JO,GI,GO,SB, TE loc., O3",50.57,8.67,Giessen,Germany,Fangmeier et al  2002,10,K,-0.0302,-0.0307
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"GI, SB, TE loc., NF",52.87,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,6,K,-0.0823,-0.0859
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"JO,GI,GO,SB, TE loc., NF",50.57,8.67,Giessen,Germany,Fangmeier et al  2002,10,K,-0.0355,-0.0362
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"4 GI, SB, TE locations,  O3 ",52.75,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,6,Mg,0.1121,0.1063
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"4 JO,GI,GO,SB, TE loc., O3",57.9,12.4,Goteborg,Sweden,Fangmeier et al  2002,10,Mg,-0.0563,-0.0579
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"GI, SB, TE loc., NF",52.75,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,6,Mg,-0.0662,-0.0685
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"JO,GI,GO,SB, TE loc., NF",52.75,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,10,Mg,-0.0301,-0.0305
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"5 GI, SB, TE locations,  O3 ",50.57,8.67,Giessen,Germany,Fangmeier et al  2002,6,Mn,-0.2815,-0.3306
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"5 JO,GI,GO,SB, TE loc., O3",60.83,23.46,Jokioinen,Finland,Fangmeier et al  2002,10,Mn,-0.0149,-0.015
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"GI, SB, TE loc., NF",50.57,8.67,Giessen,Germany,Fangmeier et al  2002,6,Mn,-0.2052,-0.2297
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"JO,GI,GO,SB, TE loc., NF",60.83,23.46,Jokioinen,Finland,Fangmeier et al  2002,10,Mn,0.0159,0.0158
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"6 GI, SB, TE locations,  O3 ",50.3,4.52,Tervuren,Belgium,Fangmeier et al  2002,6,N,-0.1368,-0.1471
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"6 JO,GI,GO,SB, TE loc., O3",57.9,12.4,Goteborg,Sweden,Fangmeier et al  2002,10,N,-0.126,-0.1347
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"GI, SB, TE loc., NF",50.3,4.52,Tervuren,Belgium,Fangmeier et al  2002,6,N,-0.1417,-0.1528
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"JO,GI,GO,SB, TE loc., NF",57.9,12.4,Goteborg,Sweden,Fangmeier et al  2002,10,N,-0.0636,-0.0658
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"7 GI, SB, TE locations,  O3 ",50.57,8.67,Giessen,Germany,Fangmeier et al  2002,6,P,-0.0648,-0.067
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"7 JO,GI,GO,SB, TE loc., O3",50.3,4.52,Tervuren,Belgium,Fangmeier et al  2002,10,P,-0.0338,-0.0344
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"GI, SB, TE loc., NF",52.75,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,6,P,-0.1791,-0.1974
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"JO,GI,GO,SB, TE loc., NF",50.3,4.52,Tervuren,Belgium,Fangmeier et al  2002,10,P,-0.0126,-0.0127
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"8 GI, SB, TE locations,  O3 ",50.3,4.52,Tervuren,Belgium,Fangmeier et al  2002,6,Zn,0,0
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"8 JO,GI,GO,SB, TE loc., O3",50.57,8.67,Giessen,Germany,Fangmeier et al  2002,10,Zn,0.08,0.077
Solanum tuberosum 'Bintje',potato,C3,CRP,above ground,F,OTC,680/amb,680,375,305,"GI, SB, TE loc., NF",50.3,4.52,Tervuren,Belgium,Fangmeier et al  2002,6,Zn,-0.1076,-0.1138
Solanum tuberosum 'Bintje',potato,C3,CRP,tuber,E,OTC,680/amb,680,360,320,"JO,GI,GO,SB, TE loc., NF",52.75,-1.25,Sutton Bonnington,UK,Fangmeier et al  2002,10,Zn,0.047,0.0459
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,C,0.0136,0.0135
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,C,-0.0239,-0.0242
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,C,-0.0134,-0.0135
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,C,-0.0276,-0.028
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Ca,0.1744,0.1608
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Ca,0.0298,0.0294
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Ca,-0.2311,-0.2628
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Ca,0.0667,0.0646
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Cu,0.38,0.3221
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Cu,-0.0476,-0.0488
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Cu,-0.087,-0.091
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Cu,-0.1013,-0.1068
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Fe,0.0354,0.0348
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Fe,-0.2266,-0.257
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Fe,0,0
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Fe,0.1786,0.1643
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,K,-0.04,-0.0408
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,K,0.0435,0.0426
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,K,-0.0714,-0.0741
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,K,0,0
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mg,0.0714,0.069
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mg,0.0714,0.069
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mg,-0.0625,-0.0645
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Mg,0.0313,0.0308
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mn,0.2679,0.2374
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mn,-0.0451,-0.0461
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mn,-0.1975,-0.22
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Mn,0.05,0.0488
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,N,0,0
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,N,-0.1667,-0.1824
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,N,-0.1852,-0.2048
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,N,-0.1556,-0.1691
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,P,0.0667,0.0646
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,P,-0.0408,-0.0417
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,P,-0.125,-0.1335
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,P,0.1316,0.1236
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Zn,-0.0462,-0.0473
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Zn,-0.1159,-0.1232
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Zn,-0.2273,-0.2579
Solanum tuberosum 'Dark Red Norland',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Zn,-0.1158,-0.1231
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,C,0.0027,0.0027
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,C,-0.0053,-0.0053
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,C,-0.0132,-0.0133
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,C,-0.0223,-0.0226
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Ca,0.3655,0.3115
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Ca,-0.096,-0.1009
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Ca,-0.1554,-0.1689
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Ca,0.125,0.1178
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Cu,0.1463,0.1365
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Cu,0.1892,0.1733
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Cu,-0.102,-0.1076
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Cu,-0.197,-0.2194
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Fe,-0.1429,-0.1542
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Fe,0.2407,0.2157
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Fe,-0.1309,-0.1403
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Fe,-0.0886,-0.0928
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,K,0,0
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,K,0,0
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,K,-0.0455,-0.0466
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,K,-0.0645,-0.0667
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mg,0,0
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mg,0,0
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mg,-0.0769,-0.08
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Mg,-0.0444,-0.0454
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mn,0.3333,0.2877
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mn,0.0375,0.0368
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Mn,-0.1158,-0.1231
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Mn,-0.1037,-0.1095
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,N,-0.1176,-0.1251
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,N,0.1176,0.1112
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,N,-0.25,-0.2877
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,N,-0.175,-0.1924
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,P,-0.0256,-0.0259
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,P,-0.0263,-0.0267
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,P,-0.1364,-0.1466
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,P,-0.1111,-0.1178
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,15 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Zn,-0.0994,-0.1047
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,45 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Zn,-0.0867,-0.0907
Solanum tuberosum 'Superior',potato,C3,CRP,tuber,E,OTC,715/370,715,370,345,80 O3,35.67,-78.67,North Carolina,USA,Heagle et al 2003,3,Zn,-0.2674,-0.3112
Solanum tuberosum 'Superior',potato,C3,CRP,foliar,F,OTC,715/370,715,370,345,avg of three O3 treatments,35.67,-78.67,North Carolina,USA,Heagle et al 2003,9,Zn,-0.16,-0.1744
Spinacia oleracea,spinach,C3,CRP,above ground,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Jain 2007,3,C,0.1735,0.16
Spinacia oleracea,spinach,C3,CRP,above ground,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Jain 2007,3,Ca,0.0412,0.0404
Spinacia oleracea,spinach,C3,CRP,above ground,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Jain 2007,3,Fe,-0.5538,-0.807
Spinacia oleracea,spinach,C3,CRP,above ground,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Jain 2007,3,Mg,-0.6071,-0.9342
Spinacia oleracea,spinach,C3,CRP,above ground,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Jain 2007,3,N,-0.1677,-0.1836
Trifolium alexandrinum 'Pusa Jayant',berseem clover,C3,WLD,foliar,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Pal et al 2004,3,C,0.3855,0.3261
Trifolium alexandrinum 'Pusa Jayant',berseem clover,C3,WLD,foliar,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Pal et al 2004,3,Ca,-0.0116,-0.0117
Trifolium alexandrinum 'Pusa Jayant',berseem clover,C3,WLD,foliar,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Pal et al 2004,3,Fe,-0.055,-0.0566
Trifolium alexandrinum 'Pusa Jayant',berseem clover,C3,WLD,foliar,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Pal et al 2004,3,N,-0.3267,-0.3956
Trifolium alexandrinum 'Pusa Jayant',berseem clover,C3,WLD,foliar,F,OTC,600/350,600,350,250, ,28.67,77.2,New Delhi,India,Pal et al 2004,3,P,0.0857,0.0822
Trifolium pratense,red clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,Ca,-0.0655,-0.0677
Trifolium pratense,red clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,K,-0.206,-0.2307
Trifolium pratense,red clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,Mg,-0.0056,-0.0056
Trifolium pratense,red clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,N,-0.0934,-0.0981
Trifolium pratense,red clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,P,-0.0483,-0.0495
Trifolium pratense,red clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,Zn,-0.0537,-0.0552
Trifolium repens,white clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,Ca,0.0194,0.0192
Trifolium repens,white clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,K,-0.0325,-0.033
Trifolium repens,white clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,N,-0.0621,-0.0641
Trifolium repens,white clover,C3,WLD,above ground,F,glasshouse,620/300,620,300,320, ,,,,,Overdieck 1993,4,P,-0.0634,-0.0655
Trifolium repens,white clover,C3,WLD,above ground,F,OTC,670/380,670,380,290,1992,52.3,10.43,Braunschweig,Germany,Schenk et al 1997,3,Ca,0.0421,0.0412
Trifolium repens,white clover,C3,WLD,above ground,F,OTC,670/380,670,380,290,1993,52.3,10.43,Braunschweig,Germany,Schenk et al 1997,3,Ca,0.0138,0.0137
Trifolium repens,white clover,C3,WLD,above ground,F,OTC,670/380,670,380,290,1992,52.3,10.43,Braunschweig,Germany,Schenk et al 1997,3,K,-0.2129,-0.2394
Trifolium repens,white clover,C3,WLD,above ground,F,OTC,670/380,670,380,290,1993,52.3,10.43,Braunschweig,Germany,Schenk et al 1997,3,K,-0.1867,-0.2067
Trifolium repens,white clover,C3,WLD,above ground,F,OTC,670/380,670,380,290,1992,52.3,10.43,Braunschweig,Germany,Schenk et al 1997,3,Mg,0.0093,0.0093
